#   r_nom       meanr       meanlogr       xip          xim         xip_pm       xim_im     sigma_xip      npairs       weight    npairs_weighted
  6.6679e-01   6.6684e-01  -4.0523e-01   1.4983e-04   3.1985e-04   1.0567e-20  -2.2520e-04   3.6524e-04   3.4004e+05   4.1531e+07   2.8075e+05
  6.8116e-01   6.8120e-01  -3.8391e-01   1.5053e-04   1.4795e-04   1.6544e-20  -5.2918e-06   3.5761e-04   3.5493e+05   4.3374e+07   2.9306e+05
  6.9584e-01   6.9589e-01  -3.6259e-01   2.4588e-04  -4.3438e-04   1.8940e-20   6.6245e-05   3.5151e-04   3.6855e+05   4.4908e+07   3.0378e+05
  7.1083e-01   7.1089e-01  -3.4126e-01   1.3008e-04   2.9715e-04  -2.0512e-20  -1.9261e-04   3.4473e-04   3.8354e+05   4.6743e+07   3.1602e+05
  7.2615e-01   7.2622e-01  -3.1991e-01   3.9708e-04  -2.1813e-04  -3.5032e-21  -1.6659e-04   3.3795e-04   3.9724e+05   4.8513e+07   3.2783e+05
  7.4180e-01   7.4186e-01  -2.9861e-01   2.3921e-04   6.7623e-05   2.9142e-20  -2.6047e-04   3.2994e-04   4.1653e+05   5.0935e+07   3.4353e+05
  7.5779e-01   7.5787e-01  -2.7727e-01   2.3584e-04   3.3562e-04   9.3514e-21   2.5352e-04   3.2470e-04   4.3234e+05   5.2561e+07   3.5585e+05
  7.7412e-01   7.7420e-01  -2.5594e-01   1.4869e-04  -8.9134e-05  -2.1343e-21   5.2254e-05   3.1768e-04   4.5083e+05   5.4897e+07   3.7152e+05
  7.9081e-01   7.9087e-01  -2.3464e-01   2.0534e-04  -6.0582e-05  -2.2545e-20  -3.6190e-05   3.1163e-04   4.6768e+05   5.7125e+07   3.8607e+05
  8.0785e-01   8.0793e-01  -2.1330e-01   1.9639e-04  -4.0323e-04  -7.6940e-21   1.0787e-04   3.0510e-04   4.8824e+05   5.9523e+07   4.0276e+05
  8.2526e-01   8.2534e-01  -1.9198e-01   6.6938e-05  -1.9159e-04  -2.8675e-20   1.5806e-04   2.9883e-04   5.0790e+05   6.2064e+07   4.1865e+05
  8.4305e-01   8.4312e-01  -1.7067e-01   1.4751e-05  -2.1801e-04   3.3268e-20  -6.9999e-05   2.9321e-04   5.2878e+05   6.4480e+07   4.3644e+05
  8.6122e-01   8.6130e-01  -1.4933e-01   5.2754e-04   3.7369e-05  -8.5771e-21  -9.4173e-05   2.8712e-04   5.5212e+05   6.7248e+07   4.5449e+05
  8.7978e-01   8.7986e-01  -1.2801e-01   8.1036e-05   2.5418e-04  -2.4995e-20   2.8365e-04   2.8135e-04   5.7534e+05   7.0051e+07   4.7449e+05
  8.9874e-01   8.9882e-01  -1.0669e-01   3.5479e-04  -7.2741e-05   1.1519e-20   4.8000e-05   2.7605e-04   5.9802e+05   7.2702e+07   4.9246e+05
  9.1811e-01   9.1818e-01  -8.5380e-02  -2.4227e-04  -1.2726e-04  -1.9701e-20  -5.0322e-06   2.7040e-04   6.2306e+05   7.5766e+07   5.1233e+05
  9.3790e-01   9.3796e-01  -6.4064e-02   3.5836e-05   8.0917e-05  -2.4587e-20   1.7953e-05   2.6526e-04   6.4953e+05   7.8868e+07   5.3496e+05
  9.5811e-01   9.5821e-01  -4.2712e-02  -1.9186e-04  -9.9160e-05   4.2921e-20   2.1477e-04   2.6019e-04   6.7386e+05   8.1836e+07   5.5451e+05
  9.7876e-01   9.7885e-01  -2.1395e-02  -2.6589e-05  -6.3580e-05   3.0781e-20   1.2649e-04   2.5466e-04   7.0373e+05   8.5502e+07   5.7926e+05
  9.9985e-01   9.9995e-01  -7.5830e-05   2.0885e-04  -1.9874e-05   6.5051e-21   1.9001e-04   2.4996e-04   7.3192e+05   8.8810e+07   6.0222e+05
  1.0214e+00   1.0215e+00   2.1253e-02   7.7268e-05   6.8829e-05   6.1703e-21  -1.1508e-04   2.4423e-04   7.6322e+05   9.2884e+07   6.2885e+05
  1.0434e+00   1.0435e+00   4.2563e-02   1.3361e-04   1.8245e-04   2.1290e-20   1.9735e-05   2.3975e-04   7.9421e+05   9.6437e+07   6.5373e+05
  1.0659e+00   1.0660e+00   6.3888e-02   1.8982e-04  -2.0872e-04   1.3583e-20  -1.3234e-04   2.3543e-04   8.2599e+05   1.0009e+08   6.7920e+05
  1.0889e+00   1.0890e+00   8.5225e-02   1.8505e-07   1.7606e-04   2.9111e-21  -1.4029e-04   2.3038e-04   8.6062e+05   1.0446e+08   7.0753e+05
  1.1123e+00   1.1124e+00   1.0653e-01   1.1710e-04   1.6659e-04   1.6938e-20  -2.1061e-05   2.2552e-04   8.9938e+05   1.0897e+08   7.3878e+05
  1.1363e+00   1.1364e+00   1.2786e-01   6.8920e-05   7.5067e-05   1.2333e-20   1.0992e-04   2.2083e-04   9.3591e+05   1.1365e+08   7.7038e+05
  1.1608e+00   1.1609e+00   1.4919e-01   1.0702e-04  -8.9130e-05   1.5482e-20   3.5889e-04   2.1654e-04   9.7351e+05   1.1823e+08   8.0142e+05
  1.1858e+00   1.1859e+00   1.7051e-01   3.1897e-05   1.8316e-04  -4.0743e-20  -9.2295e-05   2.1235e-04   1.0111e+06   1.2288e+08   8.3239e+05
  1.2114e+00   1.2115e+00   1.9183e-01   1.4344e-04   1.6299e-04   1.6135e-20  -1.1130e-04   2.0800e-04   1.0544e+06   1.2806e+08   8.6868e+05
  1.2375e+00   1.2376e+00   2.1315e-01  -2.8527e-05   2.5473e-04  -3.0234e-20   1.1509e-05   2.0410e-04   1.0984e+06   1.3310e+08   9.0354e+05
  1.2642e+00   1.2643e+00   2.3449e-01   2.7739e-05   3.7360e-05  -2.3383e-20   2.8240e-04   1.9997e-04   1.1437e+06   1.3858e+08   9.4083e+05
  1.2914e+00   1.2915e+00   2.5580e-01   1.6532e-04   1.3332e-04  -4.2228e-20   5.6713e-05   1.9610e-04   1.1903e+06   1.4422e+08   9.7875e+05
  1.3192e+00   1.3193e+00   2.7712e-01   7.5435e-05  -2.4037e-04  -7.3133e-20   1.3268e-04   1.9229e-04   1.2397e+06   1.4995e+08   1.0184e+06
  1.3477e+00   1.3478e+00   2.9846e-01  -2.6534e-06   2.2903e-05  -2.1075e-20   3.6084e-05   1.8821e-04   1.2924e+06   1.5650e+08   1.0619e+06
  1.3767e+00   1.3768e+00   3.1979e-01  -9.1707e-05   9.2735e-05  -8.5273e-21  -1.3175e-04   1.8476e-04   1.3433e+06   1.6247e+08   1.1038e+06
  1.4064e+00   1.4065e+00   3.4110e-01   1.3205e-04   1.2880e-04   4.6482e-20  -1.0994e-04   1.8086e-04   1.3999e+06   1.6949e+08   1.1505e+06
  1.4367e+00   1.4368e+00   3.6242e-01  -1.5193e-05  -1.6685e-04   1.1360e-20  -2.8619e-04   1.7712e-04   1.4603e+06   1.7670e+08   1.2000e+06
  1.4677e+00   1.4678e+00   3.8373e-01   5.3311e-05  -2.6982e-05  -5.1749e-20  -2.2610e-05   1.7375e-04   1.5196e+06   1.8368e+08   1.2471e+06
  1.4993e+00   1.4994e+00   4.0507e-01   3.2714e-04   4.6787e-05  -4.3319e-20  -1.8653e-06   1.7009e-04   1.5817e+06   1.9145e+08   1.2995e+06
  1.5316e+00   1.5318e+00   4.2638e-01   1.5810e-04   8.0694e-05   4.5363e-20   3.7137e-05   1.6674e-04   1.6494e+06   1.9944e+08   1.3553e+06
  1.5646e+00   1.5648e+00   4.4772e-01   3.9535e-05   1.6702e-04   3.1950e-20   4.3041e-05   1.6341e-04   1.7180e+06   2.0769e+08   1.4114e+06
  1.5983e+00   1.5985e+00   4.6904e-01   2.7452e-04  -4.2692e-05   2.5098e-20   6.6659e-05   1.6017e-04   1.7876e+06   2.1605e+08   1.4684e+06
  1.6328e+00   1.6329e+00   4.9035e-01   1.9101e-04   1.1184e-04   1.5648e-20  -1.2589e-04   1.5675e-04   1.8652e+06   2.2568e+08   1.5334e+06
  1.6680e+00   1.6681e+00   5.1169e-01  -4.8076e-05   5.3494e-05   1.4589e-20  -1.4125e-04   1.5367e-04   1.9449e+06   2.3494e+08   1.5971e+06
  1.7039e+00   1.7041e+00   5.3300e-01   2.1598e-04   1.1549e-05  -1.7322e-21   1.0717e-04   1.5057e-04   2.0231e+06   2.4450e+08   1.6612e+06
  1.7406e+00   1.7408e+00   5.5433e-01   3.6836e-05   3.9883e-05  -1.0497e-20  -5.7005e-05   1.4762e-04   2.1066e+06   2.5443e+08   1.7301e+06
  1.7782e+00   1.7783e+00   5.7565e-01   2.3296e-04   8.5536e-05   2.2895e-20   1.9016e-04   1.4468e-04   2.1915e+06   2.6482e+08   1.8002e+06
  1.8165e+00   1.8167e+00   5.9698e-01  -8.8972e-06  -3.4117e-05  -1.4390e-20  -7.2953e-05   1.4197e-04   2.2827e+06   2.7526e+08   1.8725e+06
  1.8556e+00   1.8558e+00   6.1830e-01   1.1672e-04  -3.3556e-05  -2.5237e-20  -3.1530e-05   1.3895e-04   2.3796e+06   2.8726e+08   1.9541e+06
  1.8956e+00   1.8958e+00   6.3963e-01   6.5527e-05   2.4044e-05   4.9131e-20  -8.2886e-05   1.3617e-04   2.4766e+06   2.9890e+08   2.0338e+06
  1.9365e+00   1.9367e+00   6.6094e-01   8.1385e-06   1.1538e-04   6.3404e-21  -5.4015e-08   1.3338e-04   2.5820e+06   3.1169e+08   2.1207e+06
  1.9782e+00   1.9784e+00   6.8226e-01   2.2020e-05   6.5513e-06  -5.7406e-21  -1.2331e-04   1.3061e-04   2.6906e+06   3.2499e+08   2.2093e+06
  2.0208e+00   2.0211e+00   7.0360e-01   1.3895e-04  -3.7268e-05   1.8916e-20  -6.0593e-05   1.2808e-04   2.8012e+06   3.3809e+08   2.2992e+06
  2.0644e+00   2.0646e+00   7.2491e-01   7.0104e-05   3.4028e-05  -1.0174e-20  -1.5319e-04   1.2535e-04   2.9217e+06   3.5285e+08   2.3996e+06
  2.1089e+00   2.1091e+00   7.4623e-01   2.4295e-04   8.3189e-05   3.8169e-20   2.7472e-05   1.2294e-04   3.0426e+06   3.6676e+08   2.4967e+06
  2.1543e+00   2.1545e+00   7.6756e-01  -3.2168e-06   8.6468e-05   7.4735e-21  -2.7065e-05   1.2042e-04   3.1684e+06   3.8222e+08   2.6014e+06
  2.2008e+00   2.2010e+00   7.8887e-01   1.7041e-04   7.0414e-05   3.0115e-20  -8.0050e-05   1.1800e-04   3.3012e+06   3.9830e+08   2.7098e+06
  2.2482e+00   2.2484e+00   8.1020e-01   8.8992e-05   1.7116e-04   1.2951e-20   5.6707e-06   1.1569e-04   3.4379e+06   4.1433e+08   2.8201e+06
  2.2967e+00   2.2969e+00   8.3153e-01   7.1939e-05  -9.5883e-05  -2.5674e-20  -8.5103e-06   1.1339e-04   3.5812e+06   4.3157e+08   2.9382e+06
  2.3462e+00   2.3464e+00   8.5285e-01   1.6156e-04   7.1737e-05   1.0587e-19  -2.3436e-05   1.1102e-04   3.7343e+06   4.4982e+08   3.0624e+06
  2.3967e+00   2.3969e+00   8.7417e-01  -1.0166e-04   5.3328e-06   1.8859e-20   6.6292e-05   1.0881e-04   3.8838e+06   4.6817e+08   3.1876e+06
  2.4484e+00   2.4486e+00   8.9550e-01  -1.5664e-05   4.3190e-05  -8.8360e-21  -1.4743e-05   1.0654e-04   4.0533e+06   4.8846e+08   3.3249e+06
  2.5011e+00   2.5014e+00   9.1682e-01   1.1964e-04  -7.1496e-05  -9.8634e-22  -5.9656e-05   1.0445e-04   4.2186e+06   5.0814e+08   3.4601e+06
  2.5550e+00   2.5553e+00   9.3814e-01   6.7861e-05   8.1718e-05   7.5350e-21  -2.1280e-06   1.0243e-04   4.3894e+06   5.2861e+08   3.5996e+06
  2.6101e+00   2.6104e+00   9.5947e-01   4.9841e-05   9.3294e-06  -6.6923e-20   1.1033e-04   1.0031e-04   4.5796e+06   5.5130e+08   3.7541e+06
  2.6664e+00   2.6666e+00   9.8078e-01   8.8897e-05  -6.5079e-05  -1.1464e-20   6.0366e-05   9.8277e-05   4.7676e+06   5.7411e+08   3.9110e+06
  2.7238e+00   2.7241e+00   1.0021e+00   3.5744e-05  -8.6668e-05  -3.5668e-20   1.2459e-04   9.6299e-05   4.9685e+06   5.9799e+08   4.0745e+06
  2.7825e+00   2.7828e+00   1.0234e+00   7.6002e-05  -2.2572e-05  -5.2042e-20  -1.0595e-04   9.4369e-05   5.1780e+06   6.2275e+08   4.2440e+06
  2.8425e+00   2.8428e+00   1.0448e+00   6.4178e-05   3.6595e-05  -1.1360e-20   3.0252e-05   9.2473e-05   5.3839e+06   6.4842e+08   4.4155e+06
  2.9038e+00   2.9040e+00   1.0661e+00   1.6204e-05  -1.8934e-05  -5.6014e-22   8.1148e-05   9.0604e-05   5.6160e+06   6.7558e+08   4.6033e+06
  2.9663e+00   2.9667e+00   1.0874e+00   1.4222e-04  -4.6838e-05  -6.8204e-20  -1.0336e-04   8.8802e-05   5.8457e+06   7.0330e+08   4.7915e+06
  3.0303e+00   3.0306e+00   1.1087e+00   1.1054e-04   5.5826e-05  -1.1089e-19  -7.9869e-05   8.7006e-05   6.0900e+06   7.3293e+08   4.9923e+06
  3.0956e+00   3.0959e+00   1.1301e+00   1.7043e-04  -1.1560e-05  -5.4340e-21   1.5539e-05   8.5241e-05   6.3435e+06   7.6323e+08   5.2002e+06
  3.1623e+00   3.1626e+00   1.1514e+00  -2.6278e-05   6.2462e-05  -5.3788e-20   1.1553e-04   8.3582e-05   6.6047e+06   7.9398e+08   5.4128e+06
  3.2305e+00   3.2307e+00   1.1727e+00   1.1812e-04   1.8705e-04  -3.5930e-20  -3.5013e-05   8.1873e-05   6.8781e+06   8.2739e+08   5.6379e+06
  3.3001e+00   3.3004e+00   1.1940e+00  -5.9927e-05   8.3644e-05   9.6274e-20  -7.3542e-05   8.0287e-05   7.1609e+06   8.6072e+08   5.8675e+06
  3.3712e+00   3.3715e+00   1.2153e+00   1.0154e-04  -2.3481e-05   5.2943e-20  -7.2857e-05   7.8676e-05   7.4584e+06   8.9598e+08   6.1105e+06
  3.4439e+00   3.4442e+00   1.2367e+00   4.4812e-05   9.7246e-05   9.3694e-20   5.7378e-05   7.7070e-05   7.7731e+06   9.3383e+08   6.3676e+06
  3.5181e+00   3.5184e+00   1.2580e+00   1.2131e-04  -5.5327e-05   2.5151e-20  -2.1531e-05   7.5560e-05   8.0919e+06   9.7203e+08   6.6270e+06
  3.5939e+00   3.5942e+00   1.2793e+00   8.7616e-05  -7.5799e-05  -8.7661e-21  -1.0551e-04   7.3955e-05   8.4365e+06   1.0138e+09   6.9145e+06
  3.6714e+00   3.6717e+00   1.3006e+00   5.0342e-06   1.2587e-04   1.8527e-20   2.2825e-05   7.2548e-05   8.7793e+06   1.0544e+09   7.1906e+06
  3.7505e+00   3.7509e+00   1.3220e+00   2.0818e-05   7.7551e-05   2.6260e-21  -3.9158e-05   7.1060e-05   9.1432e+06   1.0988e+09   7.4920e+06
  3.8313e+00   3.8317e+00   1.3433e+00   4.8535e-06   4.4682e-05  -4.5688e-20  -2.0513e-05   6.9668e-05   9.5205e+06   1.1432e+09   7.7982e+06
  3.9139e+00   3.9143e+00   1.3646e+00   1.2052e-04  -7.8425e-06   3.4525e-20  -3.4160e-05   6.8258e-05   9.9146e+06   1.1905e+09   8.1198e+06
  3.9982e+00   3.9986e+00   1.3859e+00   8.9175e-05   3.0912e-05  -1.3199e-21   5.4729e-05   6.6897e-05   1.0331e+07   1.2399e+09   8.4593e+06
  4.0844e+00   4.0848e+00   1.4072e+00   7.4122e-05   2.5611e-05  -9.6091e-21  -4.4687e-05   6.5547e-05   1.0761e+07   1.2914e+09   8.8104e+06
  4.1724e+00   4.1728e+00   1.4286e+00  -1.9441e-05   2.0192e-05   2.6575e-20  -5.5818e-05   6.4241e-05   1.1195e+07   1.3442e+09   9.1693e+06
  4.2624e+00   4.2628e+00   1.4499e+00   5.4932e-05  -3.1186e-05   1.5503e-20   2.3187e-05   6.2978e-05   1.1669e+07   1.3991e+09   9.5489e+06
  4.3542e+00   4.3546e+00   1.4712e+00   5.5491e-05   2.9987e-05   5.9886e-22  -5.9718e-05   6.1686e-05   1.2151e+07   1.4582e+09   9.9497e+06
  4.4481e+00   4.4484e+00   1.4925e+00   3.8438e-05   3.4034e-05  -1.7388e-20   3.3714e-05   6.0459e-05   1.2646e+07   1.5177e+09   1.0355e+07
  4.5439e+00   4.5443e+00   1.5139e+00  -2.2352e-05   1.3550e-05   1.5144e-20  -8.7085e-05   5.9276e-05   1.3169e+07   1.5792e+09   1.0778e+07
  4.6419e+00   4.6423e+00   1.5352e+00  -2.3918e-05   1.7411e-05   2.3407e-09  -2.1987e-05   5.8097e-05   1.3712e+07   1.6441e+09   1.1223e+07
  4.7419e+00   4.7424e+00   1.5565e+00   2.4019e-05   7.5511e-05  -6.1489e-10   8.1090e-06   5.6931e-05   1.4278e+07   1.7118e+09   1.1685e+07
  4.8441e+00   4.8445e+00   1.5778e+00   4.5610e-05  -4.7415e-05  -1.5664e-09  -5.1232e-05   5.5754e-05   1.4874e+07   1.7847e+09   1.2180e+07
  4.9485e+00   4.9489e+00   1.5992e+00  -1.5949e-05   4.3433e-05  -1.2323e-19  -3.9448e-05   5.4676e-05   1.5484e+07   1.8563e+09   1.2673e+07
  5.0552e+00   5.0556e+00   1.6205e+00   2.8454e-06  -1.3026e-05  -6.8132e-20  -1.2878e-05   5.3589e-05   1.6123e+07   1.9326e+09   1.3194e+07
  5.1641e+00   5.1646e+00   1.6418e+00   5.7241e-05  -3.0930e-05   4.2938e-20   1.1496e-05   5.2503e-05   1.6798e+07   2.0133e+09   1.3745e+07
  5.2754e+00   5.2759e+00   1.6631e+00   1.1178e-04  -9.9559e-06  -6.4359e-20   8.7941e-06   5.1468e-05   1.7488e+07   2.0951e+09   1.4307e+07
  5.3891e+00   5.3896e+00   1.6844e+00  -4.2112e-05  -1.3978e-05   1.3169e-20  -1.4639e-05   5.0440e-05   1.8206e+07   2.1813e+09   1.4899e+07
  5.5052e+00   5.5058e+00   1.7058e+00  -7.9997e-07   8.3367e-06   4.4207e-20   2.0279e-06   4.9442e-05   1.8957e+07   2.2702e+09   1.5503e+07
  5.6239e+00   5.6244e+00   1.7271e+00   5.8240e-06  -1.0208e-05  -7.0720e-20   9.3402e-06   4.8460e-05   1.9722e+07   2.3627e+09   1.6138e+07
  5.7451e+00   5.7456e+00   1.7484e+00   6.8380e-06   1.5964e-05   5.9032e-20   3.2616e-05   4.7476e-05   2.0559e+07   2.4623e+09   1.6816e+07
  5.8689e+00   5.8695e+00   1.7698e+00   4.8638e-05   6.1132e-06  -1.2228e-20   4.9332e-06   4.6534e-05   2.1401e+07   2.5631e+09   1.7508e+07
  5.9954e+00   5.9960e+00   1.7911e+00  -1.6395e-05   4.2314e-05   2.0126e-20   2.4248e-05   4.5606e-05   2.2286e+07   2.6683e+09   1.8230e+07
  6.1246e+00   6.1251e+00   1.8124e+00   4.2621e-05   2.9825e-06   5.6219e-20  -1.6601e-05   4.4679e-05   2.3213e+07   2.7804e+09   1.8993e+07
  6.2566e+00   6.2572e+00   1.8337e+00   5.6959e-05  -2.3011e-05   7.9411e-20  -2.2296e-05   4.3800e-05   2.4161e+07   2.8930e+09   1.9766e+07
  6.3915e+00   6.3921e+00   1.8550e+00  -4.9002e-06   2.2604e-06   7.9241e-20   2.8153e-05   4.2899e-05   2.5170e+07   3.0152e+09   2.0593e+07
  6.5292e+00   6.5298e+00   1.8764e+00   2.3166e-05   3.0871e-05   1.3489e-19  -1.2333e-05   4.2059e-05   2.6207e+07   3.1372e+09   2.1438e+07
  6.6699e+00   6.6705e+00   1.8977e+00   9.4406e-06   8.9010e-06  -9.4087e-20   2.8001e-05   4.1193e-05   2.7318e+07   3.2704e+09   2.2340e+07
  6.8137e+00   6.8143e+00   1.9190e+00   4.2828e-05  -5.8531e-06  -3.8497e-21   1.3404e-05   4.0376e-05   2.8438e+07   3.4045e+09   2.3264e+07
  6.9605e+00   6.9611e+00   1.9403e+00  -2.3312e-05   3.5428e-05  -5.9886e-20   2.8122e-06   3.9543e-05   2.9644e+07   3.5491e+09   2.4248e+07
  7.1105e+00   7.1112e+00   1.9617e+00   1.9091e-05   3.9099e-05  -1.6896e-20   3.7773e-05   3.8729e-05   3.0903e+07   3.7003e+09   2.5279e+07
  7.2638e+00   7.2645e+00   1.9830e+00   7.1330e-06   4.2059e-05   5.6555e-20   6.1023e-06   3.7944e-05   3.2193e+07   3.8550e+09   2.6338e+07
  7.4203e+00   7.4210e+00   2.0043e+00   2.3697e-05   2.8249e-05  -5.7967e-20  -9.9386e-06   3.7167e-05   3.3543e+07   4.0166e+09   2.7446e+07
  7.5803e+00   7.5810e+00   2.0256e+00   1.5972e-05   5.8518e-05   1.2276e-19   7.2820e-06   3.6389e-05   3.4982e+07   4.1905e+09   2.8629e+07
  7.7436e+00   7.7444e+00   2.0469e+00   3.3304e-05  -4.5711e-06  -5.5030e-20  -9.8444e-06   3.5658e-05   3.6443e+07   4.3642e+09   2.9817e+07
  7.9105e+00   7.9112e+00   2.0683e+00   3.2296e-05  -4.9461e-06  -1.1403e-19  -4.2538e-06   3.4932e-05   3.7985e+07   4.5472e+09   3.1072e+07
  8.0810e+00   8.0818e+00   2.0896e+00   1.0302e-05   1.0428e-05  -1.0396e-20   1.4986e-05   3.4220e-05   3.9594e+07   4.7385e+09   3.2387e+07
  8.2552e+00   8.2559e+00   2.1109e+00   1.6012e-05   1.3299e-05   1.7756e-20   1.6059e-05   3.3512e-05   4.1273e+07   4.9413e+09   3.3763e+07
  8.4331e+00   8.4339e+00   2.1322e+00   7.0978e-05   3.9047e-06  -1.7210e-20   3.3151e-05   3.2845e-05   4.2984e+07   5.1444e+09   3.5161e+07
  8.6148e+00   8.6156e+00   2.1536e+00   1.9677e-05   2.9023e-05   3.2272e-21  -6.1891e-05   3.2169e-05   4.4818e+07   5.3618e+09   3.6661e+07
  8.8005e+00   8.8013e+00   2.1749e+00   9.7304e-06   4.1253e-05   3.8502e-22   3.3598e-05   3.1516e-05   4.6694e+07   5.5867e+09   3.8190e+07
  8.9902e+00   8.9910e+00   2.1962e+00   3.6914e-05   5.0448e-05   1.0353e-19  -1.3384e-05   3.0873e-05   4.8682e+07   5.8230e+09   3.9806e+07
  9.1839e+00   9.1849e+00   2.2175e+00   1.5346e-05   1.1115e-05  -4.2863e-20   3.1268e-05   3.0243e-05   5.0731e+07   6.0674e+09   4.1482e+07
  9.3819e+00   9.3827e+00   2.2389e+00   5.9363e-05   1.0472e-05  -7.5594e-20  -9.9261e-06   2.9627e-05   5.2854e+07   6.3219e+09   4.3220e+07
  9.5841e+00   9.5850e+00   2.2602e+00   3.8319e-05   2.0827e-05  -3.3028e-20   3.4640e-06   2.9031e-05   5.5070e+07   6.5848e+09   4.5029e+07
