#   r_nom       meanr       meanlogr       xip          xim         xip_pm       xim_im     sigma_xip      npairs       weight    npairs_weighted
  5.5035e-01   5.5040e-01  -5.9712e-01  -4.6278e-06   2.0745e-04  -2.8372e-21  -7.7138e-05   3.3433e-04   4.1918e+05   7.5483e+07   4.1645e+05
  5.6222e-01   5.6226e-01  -5.7581e-01  -2.4649e-05  -3.2949e-05  -2.2496e-20   7.8002e-05   3.2740e-04   4.3559e+05   7.8624e+07   4.3356e+05
  5.7433e-01   5.7437e-01  -5.5450e-01   3.4500e-04  -2.0762e-04   1.1642e-20  -1.7054e-04   3.2115e-04   4.5464e+05   8.1788e+07   4.5139e+05
  5.8671e-01   5.8676e-01  -5.3317e-01  -1.4299e-04  -2.0466e-04  -2.6598e-20   7.6901e-05   3.1497e-04   4.7247e+05   8.5070e+07   4.6948e+05
  5.9936e-01   5.9940e-01  -5.1184e-01   2.0919e-04   1.2173e-04  -7.6294e-21   3.3567e-04   3.0900e-04   4.9102e+05   8.8388e+07   4.8723e+05
  6.1227e-01   6.1234e-01  -4.9048e-01   2.9115e-04   8.1936e-05   8.8881e-21   2.1609e-05   3.0196e-04   5.1304e+05   9.2481e+07   5.1002e+05
  6.2547e-01   6.2554e-01  -4.6916e-01  -2.7118e-04  -2.1351e-05  -3.7700e-21   3.5749e-06   2.9638e-04   5.3288e+05   9.6045e+07   5.2958e+05
  6.3895e-01   6.3900e-01  -4.4786e-01  -1.1951e-04   6.1411e-04   7.1233e-21   2.7210e-04   2.9035e-04   5.5631e+05   1.0006e+08   5.5208e+05
  6.5272e-01   6.5277e-01  -4.2654e-01   2.1552e-04  -1.4039e-04   2.6004e-20  -2.2273e-04   2.8442e-04   5.7945e+05   1.0426e+08   5.7522e+05
  6.6679e-01   6.6684e-01  -4.0522e-01  -4.4283e-05  -1.0517e-04   3.7203e-20   5.3481e-05   2.7906e-04   6.0292e+05   1.0832e+08   5.9853e+05
  6.8116e-01   6.8123e-01  -3.8388e-01   4.0695e-05   1.7959e-04   1.1500e-20   8.9726e-05   2.7324e-04   6.2837e+05   1.1299e+08   6.2341e+05
  6.9584e-01   6.9590e-01  -3.6257e-01  -1.5103e-05   6.1217e-05  -8.7299e-21  -3.9278e-04   2.6765e-04   6.5383e+05   1.1769e+08   6.4936e+05
  7.1083e-01   7.1090e-01  -3.4124e-01   1.7468e-04   2.2325e-04   3.3865e-21  -2.7220e-04   2.6216e-04   6.8199e+05   1.2273e+08   6.7714e+05
  7.2615e-01   7.2620e-01  -3.1995e-01  -5.5029e-05   4.0598e-05  -1.6592e-20  -3.6130e-04   2.5735e-04   7.0818e+05   1.2731e+08   7.0283e+05
  7.4180e-01   7.4187e-01  -2.9860e-01   9.5190e-05  -3.9926e-04  -1.3156e-20   1.0762e-04   2.5215e-04   7.3739e+05   1.3265e+08   7.3192e+05
  7.5779e-01   7.5786e-01  -2.7727e-01  -3.6592e-04   1.3321e-04   4.8895e-21  -1.5403e-04   2.4678e-04   7.7142e+05   1.3851e+08   7.6517e+05
  7.7412e-01   7.7419e-01  -2.5596e-01  -9.3123e-05   5.3498e-05  -1.5794e-20  -1.5008e-04   2.4199e-04   8.0124e+05   1.4402e+08   7.9551e+05
  7.9081e-01   7.9089e-01  -2.3462e-01  -1.4174e-04   6.3727e-05  -2.6454e-20  -3.1047e-04   2.3754e-04   8.3355e+05   1.4952e+08   8.2616e+05
  8.0785e-01   8.0792e-01  -2.1331e-01  -3.2052e-04   1.0171e-04  -3.3913e-20  -9.9268e-05   2.3241e-04   8.7054e+05   1.5622e+08   8.6308e+05
  8.2526e-01   8.2535e-01  -1.9197e-01  -2.9504e-05  -1.2127e-04   7.4459e-21  -1.2697e-04   2.2808e-04   9.0480e+05   1.6221e+08   8.9673e+05
  8.4305e-01   8.4313e-01  -1.7065e-01  -5.3937e-05  -8.2013e-05   6.8005e-20   7.1962e-05   2.2361e-04   9.3928e+05   1.6871e+08   9.3189e+05
  8.6122e-01   8.6128e-01  -1.4935e-01   3.8879e-04   1.2945e-04  -1.3081e-20   1.4857e-05   2.1931e-04   9.7869e+05   1.7540e+08   9.6929e+05
  8.7978e-01   8.7986e-01  -1.2801e-01   7.1393e-07  -2.1937e-04  -6.7249e-21   3.7246e-05   2.1441e-04   1.0227e+06   1.8345e+08   1.0142e+06
  8.9874e-01   8.9883e-01  -1.0668e-01   1.4656e-04  -6.7736e-06   5.0751e-20  -1.4392e-04   2.1003e-04   1.0644e+06   1.9115e+08   1.0557e+06
  9.1811e-01   9.1818e-01  -8.5376e-02   6.2971e-05  -2.7616e-04   8.9918e-21   6.1260e-05   2.0606e-04   1.1085e+06   1.9864e+08   1.0982e+06
  9.3790e-01   9.3800e-01  -6.4029e-02   8.5427e-05   1.3410e-04  -1.0040e-20  -1.8699e-04   2.0185e-04   1.1549e+06   2.0702e+08   1.1439e+06
  9.5811e-01   9.5820e-01  -4.2721e-02  -8.4747e-05  -2.8674e-04   7.0732e-20   1.0248e-04   1.9768e-04   1.2042e+06   2.1584e+08   1.1925e+06
  9.7876e-01   9.7886e-01  -2.1395e-02   1.9545e-05   2.5320e-04  -1.9598e-20   4.8529e-05   1.9391e-04   1.2518e+06   2.2437e+08   1.2398e+06
  9.9985e-01   9.9995e-01  -6.9276e-05   1.6916e-04   1.4129e-04  -1.2850e-20   3.3735e-04   1.9021e-04   1.3025e+06   2.3314e+08   1.2891e+06
  1.0214e+00   1.0215e+00   2.1262e-02   1.0179e-04   2.9628e-05   2.1585e-21   1.2476e-04   1.8609e-04   1.3604e+06   2.4356e+08   1.3467e+06
  1.0434e+00   1.0435e+00   4.2557e-02   1.3719e-06   2.1596e-05   5.2404e-20   1.0234e-04   1.8238e-04   1.4163e+06   2.5352e+08   1.4020e+06
  1.0659e+00   1.0660e+00   6.3896e-02   2.6075e-04   2.1075e-04   9.1707e-21   7.3524e-06   1.7881e-04   1.4736e+06   2.6382e+08   1.4589e+06
  1.0889e+00   1.0890e+00   8.5213e-02   6.9517e-05  -3.2393e-06  -2.2622e-20   6.7932e-05   1.7523e-04   1.5340e+06   2.7467e+08   1.5190e+06
  1.1123e+00   1.1125e+00   1.0654e-01   1.0023e-04   3.3500e-05   1.1116e-21   1.2014e-04   1.7174e-04   1.5983e+06   2.8604e+08   1.5818e+06
  1.1363e+00   1.1364e+00   1.2786e-01  -1.5762e-05   1.3381e-04  -3.4584e-20   2.4452e-04   1.6829e-04   1.6627e+06   2.9784e+08   1.6470e+06
  1.1608e+00   1.1609e+00   1.4920e-01  -1.1316e-04  -2.0758e-04  -1.8625e-20   1.8916e-04   1.6502e-04   1.7311e+06   3.0971e+08   1.7133e+06
  1.1858e+00   1.1859e+00   1.7051e-01   3.7085e-05  -8.7008e-05  -4.9652e-20   3.9609e-05   1.6170e-04   1.8055e+06   3.2269e+08   1.7861e+06
  1.2114e+00   1.2115e+00   1.9184e-01  -9.3508e-05  -2.0613e-04  -4.8184e-20  -1.7092e-04   1.5851e-04   1.8776e+06   3.3579e+08   1.8576e+06
  1.2375e+00   1.2376e+00   2.1316e-01   1.8724e-04  -1.3720e-05   2.6812e-20   3.1975e-05   1.5513e-04   1.9601e+06   3.5055e+08   1.9398e+06
  1.2642e+00   1.2643e+00   2.3448e-01  -1.6037e-05   7.3249e-05  -3.5230e-21   1.1829e-04   1.5203e-04   2.0406e+06   3.6487e+08   2.0185e+06
  1.2914e+00   1.2915e+00   2.5579e-01   3.1563e-04   2.8940e-05  -2.1062e-20  -1.2628e-04   1.4894e-04   2.1261e+06   3.8017e+08   2.1032e+06
  1.3192e+00   1.3194e+00   2.7712e-01   1.9107e-04   5.3900e-05  -2.4057e-20   7.8908e-05   1.4597e-04   2.2148e+06   3.9590e+08   2.1910e+06
  1.3477e+00   1.3478e+00   2.9845e-01   5.4217e-06   1.9868e-04  -9.3741e-21   2.2935e-05   1.4325e-04   2.3018e+06   4.1112e+08   2.2753e+06
  1.3767e+00   1.3768e+00   3.1976e-01   4.7155e-05  -6.0184e-05   3.0398e-20   1.7501e-05   1.4034e-04   2.4015e+06   4.2826e+08   2.3715e+06
  1.4064e+00   1.4065e+00   3.4109e-01  -1.9596e-05   1.4969e-04  -3.3677e-20  -2.0127e-04   1.3755e-04   2.4988e+06   4.4595e+08   2.4697e+06
  1.4367e+00   1.4368e+00   3.6243e-01  -5.4364e-06   1.1805e-04   3.0304e-20   6.6109e-05   1.3468e-04   2.6055e+06   4.6526e+08   2.5749e+06
  1.4677e+00   1.4678e+00   3.8374e-01   5.1246e-05   7.4040e-05   1.6364e-20  -9.9307e-05   1.3191e-04   2.7173e+06   4.8494e+08   2.6858e+06
  1.4993e+00   1.4994e+00   4.0506e-01   7.9959e-05  -6.5823e-05   3.4845e-20  -2.7343e-05   1.2929e-04   2.8274e+06   5.0464e+08   2.7932e+06
  1.5316e+00   1.5317e+00   4.2638e-01   2.7153e-04  -5.9167e-05  -1.1134e-20  -6.6852e-06   1.2671e-04   2.9447e+06   5.2545e+08   2.9094e+06
  1.5646e+00   1.5648e+00   4.4771e-01   5.9104e-05  -2.6031e-04   2.2772e-20   3.4292e-05   1.2423e-04   3.0633e+06   5.4674e+08   3.0277e+06
  1.5983e+00   1.5985e+00   4.6904e-01   1.7459e-04   8.8898e-05   1.6567e-20  -1.6090e-04   1.2166e-04   3.1929e+06   5.6988e+08   3.1553e+06
  1.6328e+00   1.6329e+00   4.9035e-01  -2.0129e-04  -2.5380e-05  -9.0277e-21  -1.0984e-04   1.1918e-04   3.3290e+06   5.9391e+08   3.2889e+06
  1.6680e+00   1.6681e+00   5.1167e-01  -7.9288e-05   1.1235e-04   9.1639e-21   5.1085e-05   1.1688e-04   3.4624e+06   6.1752e+08   3.4196e+06
  1.7039e+00   1.7041e+00   5.3301e-01   1.0067e-04  -7.1392e-06   3.4816e-20   1.3572e-05   1.1443e-04   3.6101e+06   6.4417e+08   3.5670e+06
  1.7406e+00   1.7408e+00   5.5433e-01   1.2708e-04  -7.8632e-06   2.5673e-20  -2.9078e-06   1.1216e-04   3.7599e+06   6.7066e+08   3.7142e+06
  1.7782e+00   1.7783e+00   5.7564e-01   9.7511e-05   8.8195e-05   3.9878e-20   3.0741e-05   1.0987e-04   3.9178e+06   6.9894e+08   3.8704e+06
  1.8165e+00   1.8166e+00   5.9697e-01   1.4923e-05   7.1881e-05  -5.4771e-20  -1.2547e-04   1.0774e-04   4.0773e+06   7.2679e+08   4.0260e+06
  1.8556e+00   1.8558e+00   6.1829e-01   4.2565e-05   6.6753e-05  -1.5119e-20   6.4944e-05   1.0562e-04   4.2435e+06   7.5648e+08   4.1913e+06
  1.8956e+00   1.8958e+00   6.3962e-01   7.6536e-05  -1.0679e-04  -2.4372e-20  -9.1895e-05   1.0342e-04   4.4246e+06   7.8889e+08   4.3696e+06
  1.9365e+00   1.9366e+00   6.6094e-01  -5.7948e-05  -9.6817e-06  -4.0178e-20   2.1489e-05   1.0136e-04   4.6066e+06   8.2119e+08   4.5485e+06
  1.9782e+00   1.9784e+00   6.8226e-01   8.6185e-05   4.7849e-05   1.9830e-20   3.8649e-05   9.9313e-05   4.7978e+06   8.5537e+08   4.7375e+06
  2.0208e+00   2.0210e+00   7.0359e-01  -5.1088e-06   1.9984e-05   9.5069e-21  -9.7416e-05   9.7197e-05   5.0078e+06   8.9296e+08   4.9466e+06
  2.0644e+00   2.0646e+00   7.2491e-01   1.0006e-04  -1.6348e-04  -3.2597e-20   4.5296e-06   9.5330e-05   5.2070e+06   9.2833e+08   5.1425e+06
  2.1089e+00   2.1091e+00   7.4623e-01  -8.7100e-06   7.9365e-10   1.5098e-20  -8.6221e-06   9.3386e-05   5.4293e+06   9.6740e+08   5.3609e+06
  2.1543e+00   2.1545e+00   7.6756e-01  -2.6849e-05  -3.1706e-05  -1.6526e-20   4.9480e-05   9.1528e-05   5.6513e+06   1.0070e+09   5.5790e+06
  2.2008e+00   2.2010e+00   7.8888e-01  -9.5146e-05   6.3609e-05   6.8501e-20  -2.1867e-05   8.9686e-05   5.8898e+06   1.0490e+09   5.8135e+06
  2.2482e+00   2.2484e+00   8.1020e-01   5.8638e-05   1.9016e-05  -3.0330e-20   6.9024e-05   8.7886e-05   6.1362e+06   1.0923e+09   6.0552e+06
  2.2967e+00   2.2969e+00   8.3153e-01   1.0928e-04   1.2037e-05  -2.0995e-20  -4.9050e-05   8.6098e-05   6.3915e+06   1.1380e+09   6.3074e+06
  2.3462e+00   2.3464e+00   8.5285e-01   2.5940e-05  -2.3394e-05  -5.4266e-20   4.1878e-05   8.4402e-05   6.6522e+06   1.1842e+09   6.5644e+06
  2.3967e+00   2.3969e+00   8.7418e-01  -2.0680e-05   5.0340e-05  -2.3367e-20  -3.3999e-05   8.2723e-05   6.9295e+06   1.2330e+09   6.8350e+06
  2.4484e+00   2.4486e+00   8.9550e-01   3.3096e-05   8.4476e-05   1.5513e-20   3.3078e-05   8.1011e-05   7.2252e+06   1.2855e+09   7.1272e+06
  2.5011e+00   2.5014e+00   9.1681e-01   4.4968e-05   3.9302e-05   1.4998e-20  -1.1349e-05   7.9402e-05   7.5193e+06   1.3382e+09   7.4179e+06
  2.5550e+00   2.5553e+00   9.3814e-01   6.8599e-05   2.5504e-05  -1.5931e-20   5.4731e-05   7.7804e-05   7.8379e+06   1.3937e+09   7.7284e+06
  2.6101e+00   2.6103e+00   9.5946e-01  -5.5850e-05  -1.2502e-04  -2.8513e-20  -1.1512e-04   7.6214e-05   8.1640e+06   1.4526e+09   8.0517e+06
  2.6664e+00   2.6666e+00   9.8079e-01   4.1782e-06  -4.7667e-06   1.4698e-20   1.2976e-05   7.4662e-05   8.5030e+06   1.5136e+09   8.3889e+06
  2.7238e+00   2.7241e+00   1.0021e+00   5.6970e-05  -1.4121e-05  -1.9583e-20  -4.8703e-05   7.3221e-05   8.8500e+06   1.5738e+09   8.7274e+06
  2.7825e+00   2.7828e+00   1.0234e+00   2.0750e-05   2.4862e-05  -6.2272e-20  -8.0262e-06   7.1711e-05   9.2287e+06   1.6409e+09   9.0986e+06
  2.8425e+00   2.8428e+00   1.0448e+00  -9.0714e-06   1.7671e-05   4.1684e-20   8.0546e-06   7.0287e-05   9.6052e+06   1.7079e+09   9.4713e+06
  2.9038e+00   2.9040e+00   1.0661e+00   7.0266e-05  -1.4031e-05   3.6549e-20   6.7720e-05   6.8861e-05   1.0010e+07   1.7793e+09   9.8693e+06
  2.9663e+00   2.9666e+00   1.0874e+00  -2.9011e-06   4.4277e-05   4.6517e-20  -4.1705e-05   6.7470e-05   1.0427e+07   1.8536e+09   1.0281e+07
  3.0303e+00   3.0306e+00   1.1087e+00  -1.2373e-05  -5.2467e-05  -5.7213e-20  -1.0238e-04   6.6114e-05   1.0861e+07   1.9306e+09   1.0707e+07
  3.0956e+00   3.0959e+00   1.1300e+00  -1.9174e-05  -2.3748e-05  -2.7317e-20  -5.8557e-06   6.4798e-05   1.1307e+07   2.0097e+09   1.1146e+07
  3.1623e+00   3.1626e+00   1.1514e+00   2.7731e-05   2.5803e-05   6.6041e-20   6.7312e-05   6.3476e-05   1.1786e+07   2.0943e+09   1.1619e+07
  3.2305e+00   3.2307e+00   1.1727e+00  -3.0347e-05   3.2659e-05   2.5127e-20   1.5905e-05   6.2199e-05   1.2276e+07   2.1811e+09   1.2101e+07
  3.3001e+00   3.3004e+00   1.1940e+00  -3.3457e-05   4.9380e-06   8.7338e-20   1.4051e-05   6.0964e-05   1.2783e+07   2.2702e+09   1.2597e+07
  3.3712e+00   3.3715e+00   1.2153e+00   2.1740e-05   1.5431e-05  -1.4595e-20  -5.7089e-05   5.9736e-05   1.3310e+07   2.3644e+09   1.3116e+07
  3.4439e+00   3.4442e+00   1.2367e+00  -7.3321e-05  -2.3823e-06   7.7552e-21   6.5739e-05   5.8538e-05   1.3867e+07   2.4626e+09   1.3662e+07
  3.5181e+00   3.5184e+00   1.2580e+00  -7.6412e-05  -7.8510e-06  -9.3658e-20   6.1566e-05   5.7366e-05   1.4440e+07   2.5640e+09   1.4226e+07
  3.5939e+00   3.5942e+00   1.2793e+00   2.2182e-05   6.5267e-05   2.2560e-20  -2.0018e-05   5.6199e-05   1.5042e+07   2.6715e+09   1.4822e+07
  3.6714e+00   3.6717e+00   1.3006e+00   6.0995e-05   3.2287e-05  -6.0722e-20   5.1757e-05   5.5087e-05   1.5661e+07   2.7807e+09   1.5431e+07
  3.7505e+00   3.7508e+00   1.3219e+00  -4.9344e-05  -6.8654e-05   1.5623e-20  -3.7825e-05   5.3987e-05   1.6311e+07   2.8952e+09   1.6066e+07
  3.8313e+00   3.8317e+00   1.3433e+00  -4.4596e-05   2.4078e-05  -1.1751e-20   6.6508e-05   5.2917e-05   1.6984e+07   3.0137e+09   1.6726e+07
  3.9139e+00   3.9143e+00   1.3646e+00   1.5601e-05   7.3485e-05   2.0831e-20  -3.1690e-05   5.1848e-05   1.7691e+07   3.1391e+09   1.7423e+07
  3.9982e+00   3.9986e+00   1.3859e+00   5.9694e-05  -2.4300e-05   9.2637e-20   1.5097e-05   5.0793e-05   1.8431e+07   3.2708e+09   1.8153e+07
  4.0844e+00   4.0848e+00   1.4072e+00   4.4714e-05   6.3400e-05  -5.0845e-20  -4.7521e-05   4.9794e-05   1.9183e+07   3.4037e+09   1.8893e+07
  4.1724e+00   4.1728e+00   1.4286e+00   4.9694e-05  -5.4245e-05  -3.6366e-20   4.4741e-05   4.8790e-05   1.9981e+07   3.5451e+09   1.9678e+07
  4.2624e+00   4.2627e+00   1.4499e+00   3.2253e-05  -2.0456e-05   4.9999e-21  -4.1790e-05   4.7809e-05   2.0814e+07   3.6922e+09   2.0495e+07
  4.3542e+00   4.3546e+00   1.4712e+00  -6.3840e-06   7.3619e-05   5.2180e-20  -3.0958e-05   4.6854e-05   2.1666e+07   3.8445e+09   2.1339e+07
  4.4481e+00   4.4485e+00   1.4925e+00  -1.5837e-05   1.7168e-05  -2.4934e-20  -6.1699e-05   4.5918e-05   2.2559e+07   4.0027e+09   2.2221e+07
  4.5439e+00   4.5444e+00   1.5139e+00   8.5332e-06   3.6845e-05  -6.7137e-20  -1.0076e-06   4.4984e-05   2.3508e+07   4.1699e+09   2.3149e+07
  4.6419e+00   4.6423e+00   1.5352e+00   6.5367e-05  -2.7811e-05  -1.0027e-20   3.5043e-05   4.4105e-05   2.4467e+07   4.3389e+09   2.4088e+07
  4.7419e+00   4.7423e+00   1.5565e+00   8.7511e-05   1.1170e-05  -1.3128e-21  -4.0732e-05   4.3224e-05   2.5478e+07   4.5173e+09   2.5082e+07
  4.8441e+00   4.8445e+00   1.5778e+00   6.2887e-05  -3.4874e-05  -3.4214e-20  -2.1587e-05   4.2338e-05   2.6552e+07   4.7080e+09   2.6139e+07
  4.9485e+00   4.9489e+00   1.5992e+00   3.1446e-06  -8.0790e-06  -6.9357e-20  -2.7297e-05   4.1515e-05   2.7622e+07   4.8966e+09   2.7190e+07
  5.0552e+00   5.0556e+00   1.6205e+00   3.6673e-05   9.5508e-06   2.9283e-20  -4.5405e-05   4.0684e-05   2.8765e+07   5.0991e+09   2.8316e+07
  5.1641e+00   5.1646e+00   1.6418e+00   1.1449e-05  -2.3724e-05  -1.6081e-20  -2.7145e-05   3.9859e-05   2.9976e+07   5.3120e+09   2.9500e+07
  5.2754e+00   5.2759e+00   1.6631e+00   6.2139e-05  -2.0483e-05   7.9180e-20   5.5783e-05   3.9063e-05   3.1199e+07   5.5308e+09   3.0714e+07
  5.3891e+00   5.3896e+00   1.6845e+00  -2.0967e-05  -3.9012e-05  -3.6174e-21  -1.5338e-05   3.8283e-05   3.2490e+07   5.7586e+09   3.1979e+07
  5.5052e+00   5.5058e+00   1.7058e+00  -1.1111e-05  -1.5130e-05   3.1561e-20   3.1729e-05   3.7520e-05   3.3828e+07   5.9951e+09   3.3295e+07
  5.6239e+00   5.6244e+00   1.7271e+00   7.3837e-05  -4.4548e-05  -4.4382e-20   1.7142e-05   3.6768e-05   3.5228e+07   6.2429e+09   3.4674e+07
  5.7451e+00   5.7456e+00   1.7484e+00   2.7401e-05   6.0140e-05   2.3972e-20  -8.9174e-06   3.6040e-05   3.6666e+07   6.4979e+09   3.6090e+07
  5.8689e+00   5.8694e+00   1.7697e+00   1.3731e-05  -1.4730e-05  -1.2087e-20   4.7438e-06   3.5309e-05   3.8203e+07   6.7696e+09   3.7602e+07
  5.9954e+00   5.9959e+00   1.7911e+00   3.6769e-05  -2.2351e-05   1.3242e-19  -1.8989e-06   3.4602e-05   3.9779e+07   7.0495e+09   3.9151e+07
  6.1246e+00   6.1252e+00   1.8124e+00   5.0976e-05  -2.7048e-06   2.7756e-20   5.5863e-06   3.3902e-05   4.1443e+07   7.3438e+09   4.0789e+07
  6.2566e+00   6.2572e+00   1.8337e+00   4.6502e-05  -1.9635e-06  -4.0370e-20   1.6524e-05   3.3234e-05   4.3133e+07   7.6420e+09   4.2445e+07
  6.3915e+00   6.3921e+00   1.8550e+00  -1.0031e-05   2.3562e-05  -2.2674e-20   5.5002e-06   3.2561e-05   4.4927e+07   7.9602e+09   4.4214e+07
  6.5292e+00   6.5298e+00   1.8764e+00   2.4008e-05   3.3030e-05   4.1833e-20   1.9077e-05   3.1895e-05   4.6826e+07   8.2962e+09   4.6084e+07
  6.6699e+00   6.6705e+00   1.8977e+00   1.0914e-05   4.4953e-05  -4.8365e-20  -1.6221e-05   3.1250e-05   4.8768e+07   8.6431e+09   4.8003e+07
  6.8137e+00   6.8143e+00   1.9190e+00   2.2043e-05  -4.1411e-05   7.9166e-21  -3.0273e-05   3.0621e-05   5.0815e+07   9.0016e+09   4.9997e+07
  6.9605e+00   6.9612e+00   1.9403e+00   1.2127e-05  -7.7243e-06   5.1964e-20   2.7403e-05   3.0011e-05   5.2894e+07   9.3716e+09   5.2055e+07
  7.1105e+00   7.1112e+00   1.9617e+00   2.6282e-05   9.7195e-06   3.5205e-20   3.9507e-06   2.9385e-05   5.5152e+07   9.7729e+09   5.4287e+07
  7.2638e+00   7.2645e+00   1.9830e+00  -1.0275e-05  -8.9012e-06  -6.1945e-20   3.3236e-05   2.8791e-05   5.7470e+07   1.0182e+10   5.6560e+07
  7.4203e+00   7.4210e+00   2.0043e+00   2.8822e-05   5.1473e-06   3.2977e-20   1.7499e-07   2.8203e-05   5.9884e+07   1.0611e+10   5.8943e+07
  7.5803e+00   7.5810e+00   2.0256e+00  -9.7083e-06  -1.7641e-05  -1.6255e-20  -4.3044e-05   2.7622e-05   6.2432e+07   1.1061e+10   6.1441e+07
  7.7436e+00   7.7443e+00   2.0469e+00   6.5050e-06   8.8510e-06  -2.8442e-20  -2.8990e-05   2.7052e-05   6.5066e+07   1.1530e+10   6.4045e+07
  7.9105e+00   7.9113e+00   2.0683e+00   2.0012e-05  -1.6203e-05   5.7415e-15  -4.9589e-05   2.6507e-05   6.7806e+07   1.2012e+10   6.6729e+07
  8.0810e+00   8.0818e+00   2.0896e+00   2.0311e-05   9.8382e-06  -1.7055e-20   1.9220e-05   2.5956e-05   7.0711e+07   1.2526e+10   6.9588e+07
  8.2552e+00   8.2560e+00   2.1109e+00   2.5518e-05   1.1137e-05  -4.4603e-20  -6.0778e-06   2.5431e-05   7.3664e+07   1.3048e+10   7.2490e+07
  8.4331e+00   8.4339e+00   2.1322e+00   2.8363e-05  -5.4924e-06   8.7104e-20   2.6489e-06   2.4907e-05   7.6794e+07   1.3604e+10   7.5576e+07
  8.6148e+00   8.6156e+00   2.1536e+00   2.9041e-05  -1.5257e-05  -8.1138e-20  -1.3470e-05   2.4397e-05   8.0053e+07   1.4178e+10   7.8771e+07
  8.8005e+00   8.8013e+00   2.1749e+00   1.3501e-05   2.5069e-05   9.6063e-20   8.2430e-06   2.3898e-05   8.3437e+07   1.4777e+10   8.2099e+07
  8.9902e+00   8.9910e+00   2.1962e+00   3.8214e-05   1.6061e-05  -1.0304e-20   3.5813e-06   2.3409e-05   8.6947e+07   1.5400e+10   8.5560e+07
  9.1839e+00   9.1848e+00   2.2175e+00   1.0423e-05  -2.8710e-05  -3.7650e-10   2.3216e-05   2.2927e-05   9.0667e+07   1.6055e+10   8.9211e+07
  9.3819e+00   9.3827e+00   2.2389e+00   2.8597e-05   1.4998e-05   3.6150e-10  -2.4275e-05   2.2463e-05   9.4473e+07   1.6725e+10   9.2941e+07
  9.5841e+00   9.5850e+00   2.2602e+00   7.4556e-06  -2.5903e-05   5.1946e-21   1.5147e-06   2.2003e-05   9.8451e+07   1.7431e+10   9.6866e+07
